"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Shane O'brien","9-10","VAN","D","65","965.42","1","3","4","1","0.25","0.06","7.45","0.46","835","792","43","51.32","-0.89","42","31","11","35","37.15","-2.15","48.51","-4.3","26","5","-21","93","5.78","1.68","0.1","3.12","102.8","47.92","32.63","28.14","51.71","28.81","49.54"
"Shaone Morrisonn","9-10","WSH","D","68","986.18","1","8","9","2","0.55","0.12","14.78","0.9","963","898","65","51.75","-0.43","56","49","7","38.39","36.19","2.2","51.47","0.47","16","7","-9","75","4.56","1.66","0.1","3.23","101.14","52.28","31.43","28.34","54.03","28.9","49.38"
"Shaun Heshka","9-10","ARI","D","8","92.57","--","2","2","2","1.3","1.3","2.73","1.77","83","61","22","57.64","1.22","3","3","--","3.34","2.39","0.95","58.29","7.51","1","--","-1","7","4.54","0.15","0.1","--","98.49","60.53","25.36","27.09","51.74","28.03","47.16"
"Shawn Belle","9-10","MTL","D","2","19.87","--","--","--","--","--","--","-0.32","-0.97","15","17","-2","46.88","-11.24","--","2","-2","0.49","0.68","-0.19","41.88","-17.95","--","--","--","2","6.04","0.03","0.09","--","81.82","33.33","22.52","26.29","45.27","28.26","46.46"
"Shawn Horcoff","9-10","EDM","C","77","1028.65","8","15","23","16","1.34","0.93","10.14","0.59","855","1055","-200","44.76","-0.22","30","54","-24","35.88","44.59","-8.71","44.59","-1.59","14","16","2","161","9.39","8.24","0.48","9.88","96.6","44.41","28.66","29.41","44.91","29.96","50.38"
"Shawn Matthias","9-10","FLA","C","55","532.57","6","7","13","7","1.46","0.79","5.22","0.59","434","569","-135","43.27","-0.83","15","19","-4","17.01","19.18","-2.17","47","2.36","7","5","-2","104","11.72","5.89","0.66","10.17","99.82","48.13","20.79","28.42","44.17","28.51","50.02"
"Shawn Thornton","9-10","BOS","L","74","660.98","1","9","10","9","0.91","0.82","16.2","1.47","575","539","36","51.62","-0.8","13","22","-9","22.1","21.08","1.02","51.18","-0.88","33","25","-8","176","15.98","6.38","0.58","0.84","96.62","52.72","18.81","27.98","50.33","27.63","49.36"
"Shean Donovan","9-10","OTT","R","30","219.4","2","3","5","3","1.37","0.82","4.62","1.26","189","172","17","52.35","-0.54","8","12","-4","7.7","6.46","1.24","54.38","-0.17","10","6","-4","35","9.57","2.16","0.59","8.7","94.64","52.54","15.93","27.34","51.15","27.73","49.34"
"Shea Weber","9-10","NSH","D","78","1337.53","9","12","21","15","0.94","0.67","35.5","1.59","1289","1132","157","53.24","3.24","55","55","--","51.23","47.55","3.68","51.86","1.58","9","7","-2","292","13.1","6.94","0.31","7.03","99.56","43.6","36.02","28.92","49.76","29.58","50.22"
"Sheldon Brookbank","9-10","ANA","D","66","891.35","--","9","9","8","0.61","0.54","6.28","0.42","691","828","-137","45.49","-2.92","38","28","10","28.67","35.46","-6.79","44.71","-1.5","26","20","-6","110","7.4","2.02","0.14","--","103.55","53.83","29.33","26.7","47.37","28","49.43"
"Sheldon Souray","9-10","EDM","D","37","594.42","4","4","8","7","0.81","0.71","10.93","1.1","593","569","24","51.03","3.55","19","32","-13","24.23","24.02","0.21","50.22","2.1","13","10","-3","144","14.54","4.39","0.44","5.63","95.34","52.17","33.65","27.63","44.17","29.34","50.61"
"Sidney Crosby","9-10","PIT","C","80","1162.75","33","33","66","55","3.41","2.84","78.29","4.04","1277","1051","226","54.85","4.23","79","56","23","56.13","44.54","11.59","55.76","5.2","24","25","1","300","15.48","15.24","0.79","17.01","100.95","55.63","32.39","30.13","50.77","29.82","49.77"
"Simon Gagne","9-10","PHI","L","58","745.35","10","6","16","14","1.29","1.13","22.48","1.81","751","711","40","51.37","1.22","28","28","--","33.9","27.91","5.99","54.85","3.72","15","8","-7","208","16.74","10.97","0.88","8.2","99.55","52.54","28.79","31.4","50.34","29.72","49.84"
"Staffan Kronwall","9-10","CGY","D","11","101.28","1","2","3","2","1.78","1.18","1.9","1.13","91","103","-12","46.91","-2.53","3","4","-1","4.21","4.32","-0.11","49.36","2.38","1","--","-1","10","5.92","0.38","0.23","16.67","99.8","53.66","19.43","26.58","52.01","28.38","48.17"
"Stephane Robidas","9-10","DAL","D","81","1369.2","3","15","18","11","0.79","0.48","19.65","0.86","1205","1270","-65","48.69","1.03","58","66","-8","45.77","46.61","-0.84","49.55","1.78","20","7","-13","216","9.47","4","0.18","2.73","99","44.62","36.37","28.16","46.52","29.81","50.3"
"Stephane Veilleux","9-10","T.B","L","77","762.3","3","5","8","4","0.63","0.31","7.89","0.62","576","637","-61","47.49","-0.34","12","27","-15","19.83","25.14","-5.31","44.1","-3.03","15","17","2","144","11.33","5.77","0.45","3.49","95.88","38.28","22.07","28.01","46.39","28.45","49.82"
"Stephane Yelle","9-10","CAR/ COL","C","69","478.37","3","2","5","3","0.63","0.38","1.33","0.17","387","452","-65","46.13","-3.26","12","23","-11","16.03","17.93","-1.9","47.2","-1.57","10","5","-5","59","7.4","2.85","0.36","9.38","96.08","41.67","15.23","27.18","48.29","27.84","49.23"
"Stephen Weiss","9-10","FLA","C","80","1125.6","14","18","32","26","1.71","1.39","27.83","1.48","1036","1130","-94","47.83","4.6","49","47","2","39.3","46.81","-7.51","45.64","-0.43","11","9","-2","202","10.77","9.9","0.53","12.96","101.69","46.09","30.22","31.75","44.55","29.76","50.13"
"Steve Begin","9-10","BOS","L","77","795.82","4","6","10","8","0.75","0.6","9.84","0.74","626","695","-69","47.39","-6.19","17","27","-10","24.58","26.02","-1.44","48.58","-4.2","18","13","-5","149","11.23","7.13","0.54","4.21","97.69","45.8","21.72","28.36","53.24","28.18","49.38"
"Steve Bernier","9-10","VAN","R","59","638.75","8","9","17","14","1.6","1.32","16.38","1.54","529","568","-39","48.22","-4.92","22","18","4","20.5","23.02","-2.52","47.1","-6.92","8","8","--","116","10.9","6.67","0.63","11.94","102.41","49.38","24.02","29.13","50.7","28.74","49.4"
"Steve Downie","9-10","T.B","R","79","909.77","14","18","32","25","2.11","1.65","31.67","2.09","808","813","-5","49.85","3.13","50","32","18","34.81","34.94","-0.13","49.91","4.28","57","56","-1","143","9.43","8.36","0.55","16.67","103.85","54.55","25.75","29.96","46.74","29.2","49.87"
"Steve Eminger","9-10","ANA","D","63","969.28","4","8","12","8","0.74","0.5","0.6","0.04","735","986","-251","42.71","-6.61","40","36","4","31.65","42.94","-11.29","42.43","-4.97","15","2","-13","94","5.82","2.49","0.15","11.11","103.25","50.56","33.95","28.42","49.04","28.89","50.09"
"Steve Macintyre","9-10","EDM/ FLA","L","22","63.13","--","1","1","1","0.95","0.95","-1.02","-0.97","31","61","-30","33.7","-10.51","1","4","-3","1.02","2.41","-1.39","29.74","-14.78","6","5","-1","7","6.65","0.4","0.38","--","96.91","44","6.1","26.61","43.5","27.58","49.31"
"Steve Montador","9-10","BUF","D","78","1173.5","4","13","17","8","0.87","0.41","29.14","1.49","1125","991","134","53.17","3.91","44","43","1","46.09","42.61","3.48","51.96","1.17","22","15","-7","213","10.89","5.61","0.29","3.45","99.19","55.61","33.09","27.16","48.03","28.65","49.7"
"Steven Goertzen","9-10","CAR","R","6","46.35","--","--","--","--","--","--","-0.62","-0.8","35","43","-8","44.87","-5.24","--","2","-2","0.79","2.27","-1.48","25.82","-25.28","1","1","--","3","3.88","0.04","0.05","--","90.91","23.08","17.6","26.36","48.99","28.46","49.08"
"Steven Reinprecht","9-10","FLA","C","82","1020.25","12","14","26","23","1.53","1.35","15.62","0.92","816","1104","-288","42.5","-2.8","43","34","9","35.35","41.14","-5.79","46.22","0.51","7","17","10","148","8.7","9.16","0.54","13.64","103.59","44.78","26.77","30.72","46.08","29.01","50.08"
"Steven Stamkos","9-10","T.B","C","82","1089.18","21","23","44","34","2.42","1.87","39.88","2.2","1002","1093","-91","47.83","0.31","59","56","3","38.82","47.48","-8.66","44.98","-2.75","13","17","4","274","15.09","10.98","0.6","13.38","101.45","54.29","29.7","30.61","47.89","29.62","49.75"
"Steven Zalewski","9-10","S.J","C","3","24.48","--","--","--","--","--","--","-0.44","-1.08","15","23","-8","39.47","-4.87","--","2","-2","0.64","1.1","-0.46","36.78","-2.7","--","--","--","4","9.8","0.28","0.69","--","84.62","46.15","17.77","28.09","51.13","27.82","53.4"
"Steve Ott","9-10","DAL","C","72","920.8","12","8","20","17","1.3","1.11","13.77","0.9","820","926","-106","46.96","-1.76","32","44","-12","32.98","36.19","-3.21","47.68","-2.02","39","27","-12","175","11.4","8.88","0.58","11.76","98.09","47.53","27.6","29.69","48.58","29.07","49.88"
"Steve Staios","9-10","EDM/ CGY","D","58","871.48","--","7","7","4","0.48","0.28","-1.32","-0.09","753","917","-164","45.09","-5.19","26","47","-21","32.28","36.22","-3.94","47.12","-4.26","28","17","-11","92","6.33","2.32","0.16","--","96.71","50.91","32.31","28.09","47.66","29.05","50.23"
"Steve Sullivan","9-10","NSH","L","82","1115.33","11","25","36","26","1.94","1.4","38.13","2.05","1079","1003","76","51.83","0.48","50","44","6","45.77","41.64","4.13","52.36","1.87","8","9","1","182","9.79","11.01","0.59","9.65","100.49","57.07","28.56","30.75","51.23","29.75","49.95"
"Tanner Glass","9-10","VAN","L","67","630.72","4","7","11","9","1.05","0.86","4.93","0.47","415","549","-134","43.05","-10.22","17","14","3","15.9","21.57","-5.67","42.43","-10.55","29","24","-5","83","7.9","4.23","0.4","8.16","102.81","42.81","21.02","27.9","50.12","28.2","49.43"
"Taylor Chorney","9-10","EDM","D","42","599.27","--","2","2","2","0.2","0.2","-9.45","-0.95","427","685","-258","38.4","-5.07","15","33","-18","18.74","27.11","-8.37","40.87","-3.58","4","2","-2","62","6.21","1.34","0.13","--","97.42","39.06","30.85","26.97","45.6","28.98","49.81"
"Taylor Pyatt","9-10","ARI","L","74","856.15","11","10","21","16","1.47","1.12","27.61","1.93","798","757","41","51.32","-0.72","37","21","16","31.47","28.4","3.07","52.56","1.11","15","10","-5","187","13.11","10.07","0.71","9.91","103.56","49.88","25.7","29.07","51.85","28.98","49.82"
"Teddy Purcell","9-10","L.A/ T.B","R","60","654.65","4","8","12","8","1.1","0.73","15.81","1.45","604","573","31","51.32","1.6","18","22","-4","24.4","23.72","0.68","50.71","-0.44","5","5","--","172","15.76","7.14","0.65","4.6","99.1","54.07","23.74","30.06","48.76","28.71","49.99"
"Teemu Laakso","9-10","NSH","D","7","70.48","--","--","--","--","--","--","-1.23","-1.05","41","72","-31","36.28","-13.5","1","3","-2","1.12","3.83","-2.71","22.63","-27.96","--","--","--","8","6.81","0.18","0.15","--","98.88","60.98","20.95","26.51","50.07","28.13","48.39"
"Teemu Selanne","9-10","ANA","R","54","677.13","10","7","17","15","1.51","1.33","19.9","1.76","585","618","-33","48.63","2.6","26","18","8","25.64","30.35","-4.71","45.79","-0.1","6","6","--","150","13.29","8.63","0.76","9.62","102.81","51.63","27.8","30.49","49.03","29.21","50.13"
"Theo Peckham","9-10","EDM","D","15","213.4","--","1","1","1","0.28","0.28","-4","-1.12","120","222","-102","35.09","-7.54","5","11","-6","5.79","8.11","-2.32","41.65","-5.83","9","7","-2","12","3.37","0.45","0.13","--","97.3","37.04","30.7","26.62","45.23","28.77","50.73"
"Thomas Vanek","9-10","BUF","L","71","861.58","16","16","32","26","2.23","1.81","30.06","2.09","763","794","-31","49","-1.57","42","32","10","36.47","34.17","2.3","51.63","1.35","19","11","-8","214","14.9","13.14","0.92","14.04","103.04","57.89","26.71","29.77","49.83","29.18","49.9"
"Tim Brent","9-10","TOR","C","1","13.35","--","--","--","--","--","--","-0.08","-0.36","7","13","-6","35","-5","--","--","--","0.12","0.51","-0.39","19.05","-19.3","--","--","--","3","13.48","0.09","0.4","--","100","57.14","26.81","29.64","51.67","29.26","46.26"
"Tim Conboy","9-10","CAR","R","11","45.73","--","--","--","--","--","--","-0.88","-1.15","31","49","-18","38.75","-18.29","--","5","-5","0.88","2.56","-1.68","25.58","-32.38","5","7","2","9","11.81","0.48","0.63","--","78.26","60","9.64","25.72","48.59","27.51","46.85"
"Tim Connolly","9-10","BUF","C","73","889.92","8","25","33","22","2.22","1.48","34.09","2.3","861","891","-30","49.14","-1.35","46","31","15","37.41","38.29","-0.88","49.42","-1.36","6","11","5","201","13.55","9.31","0.63","6.2","102.71","56.19","26.55","30.13","50.7","29.6","50.26"
"Tim Gleason","9-10","CAR","D","60","908.27","3","6","9","6","0.59","0.4","8.4","0.55","818","907","-89","47.42","-1.75","29","34","-5","36.11","41.78","-5.67","46.36","-1.11","19","16","-3","121","7.99","2.24","0.15","5.77","99.63","42.58","33.46","28.19","49.94","29.94","50.08"
"Tim Jackman","9-10","NYI","R","54","494.37","4","5","9","9","1.09","1.09","2.92","0.35","366","529","-163","40.89","-6.48","16","20","-4","17.33","19.98","-2.65","46.45","-1.72","26","22","-4","94","11.41","5.11","0.62","8","100.24","33.45","20.23","29.02","46.97","28.97","50.3"
"Tim Kennedy","9-10","BUF","L","78","908.12","9","14","23","19","1.52","1.26","19.43","1.28","766","829","-63","48.03","-2.82","33","36","-3","35.45","35.94","-0.49","49.66","-1.27","21","25","4","143","9.45","8.61","0.57","10.23","99.79","52.5","25.51","29.45","50.31","28.67","49.95"
"Tim Sestito","9-10","N.J","C","9","105.57","--","1","1","--","0.57","--","0.03","0.02","65","88","-23","42.48","-2.63","2","4","-2","2.48","2.89","-0.41","46.18","3.59","1","1","--","12","6.82","0.52","0.3","--","97.73","45.45","24.39","27.85","49.81","27.82","50.7"
"Tim Stapleton","9-10","ATL","R","6","70.07","1","--","1","1","0.86","0.86","0.26","0.22","55","82","-27","40.15","-6.65","1","--","1","2.23","2.82","-0.59","44.16","-4.21","1","2","1","13","11.13","0.66","0.57","20","104.17","33.33","24.57","29.13","48.85","29.82","51.3"
"Tim Wallace","9-10","PIT","R","1","5.73","--","--","--","--","--","--","-0.5","-5.24","--","10","-10","--","-48.31","--","--","--","--","0.21","-0.21","--","-51.43","--","--","--","--","--","--","--","--","--","25","13.26","26.52","50.63","24.35","44.75"
"T J..galiardi","9-10","COL","L","13","136.37","1","4","5","3","2.2","1.32","2.25","0.99","90","143","-53","38.63","-4.42","6","5","1","3.97","5.11","-1.14","43.72","-0.71","2","4","2","23","10.12","1.16","0.51","7.69","103.32","50","23.38","28.42","43.98","28.15","50.22"
"Tj Galiardi","9-10","COL","L","57","799.55","8","15","23","15","1.73","1.13","14.94","1.12","606","780","-174","43.72","-3.03","35","35","--","26.67","31.06","-4.39","46.2","-4.74","7","15","8","160","12.01","7.89","0.59","9.76","102.16","48.48","30.02","30.63","44.74","29.39","49.84"
"T J..hensick","9-10","COL","C","6","56.28","1","1","2","2","2.13","2.13","0.78","0.83","34","68","-34","33.33","-8.62","3","3","--","1.46","2.81","-1.35","34.19","-4.68","--","--","--","17","18.12","0.64","0.68","7.69","106.18","37.5","21.03","28.63","43.72","27.9","50.82"
"Tj Hensick","9-10","COL","C","1","5.03","--","--","--","--","--","--","-0.41","-4.89","1","9","-8","10","-33.24","--","--","--","0.03","0.26","-0.23","10.34","-45.8","--","--","--","--","--","--","--","--","--","100","10.8","27.47","43.82","27.45","52.05"
"T J..oshie","9-10","STL","R","76","952.3","16","14","30","25","1.89","1.58","37.56","2.37","894","785","109","53.25","3.45","45","40","5","36.42","32.1","4.32","53.15","4.83","11","11","--","222","13.99","10.97","0.69","13.91","100.26","50.93","28.03","30.7","50.56","29.62","50.24"
"Tobias Enstrom","9-10","ATL","D","82","1320.98","4","26","30","16","1.36","0.73","28.15","1.28","1192","1180","12","50.25","2.59","59","60","-1","48.04","57.34","-9.3","45.59","-0.1","12","8","-4","146","6.63","3.89","0.18","5.88","100.22","46.59","35.67","28.45","47.45","29.18","49.64"
"Toby Petersen","9-10","DAL","C","77","734.32","7","6","13","10","1.06","0.82","13.62","1.11","586","694","-108","45.78","-2.42","22","22","--","20.97","24.56","-3.59","46.06","-2.27","2","13","11","144","11.77","6.47","0.53","7.45","100.52","52.19","20.5","27.67","47.58","28.26","49.75"
"Todd Bertuzzi","9-10","DET","R","82","1108.13","13","17","30","25","1.62","1.35","37.77","2.05","1107","976","131","53.14","-1.29","44","51","-7","46.55","43.13","3.42","51.91","-0.97","29","16","-13","285","15.43","13.86","0.75","7.88","98.86","54.7","28.74","31.49","55.77","29.79","50"
"Todd Fedoruk","9-10","T.B","L","50","367.25","3","3","6","6","0.98","0.98","-0.98","-0.16","235","353","-118","39.97","-8.29","7","18","-11","9.86","17.22","-7.36","36.41","-10.79","11","11","--","38","6.21","2.65","0.43","15","96.54","33.95","16.42","27.28","48.2","27.79","49.8"
"Todd Marchant","9-10","ANA","C","78","893.38","3","12","15","6","1.01","0.4","-0.28","-0.02","632","899","-267","41.28","-7.94","21","41","-20","24.38","35.12","-10.74","40.97","-5.68","12","11","-1","105","7.05","5.5","0.37","4.62","97.69","36.72","25.12","28.52","47.74","28.77","50.33"
"Todd White","9-10","ATL","C","65","726.82","5","10","15","10","1.24","0.83","14.39","1.19","643","673","-30","48.86","0.5","28","29","-1","26.5","30.91","-4.41","46.16","1.02","8","5","-3","114","9.41","4.94","0.41","7.69","100","44.2","24.72","30.16","49.29","28.98","49.59"
"Tomas Fleischmann","9-10","WSH","R/L/L","69","803.88","13","14","27","24","2.02","1.79","26.08","1.95","793","800","-7","49.78","-4.51","47","37","10","33.23","32.87","0.36","50.27","-2.57","9","5","-4","168","12.54","8.08","0.6","15.48","103.26","50","25.03","29.8","54.09","28.83","49.15"
"Tomas Holmstrom","9-10","DET","L","68","835.5","12","9","21","15","1.51","1.08","33.91","2.44","853","597","256","58.83","4.52","35","29","6","34.12","25.58","8.54","57.15","4.68","26","20","-6","143","10.27","9.32","0.67","14.12","98.96","55.11","26.23","32.41","53.26","29.91","49.77"
"Tomas Kaberle","9-10","TOR","D","82","1356.05","3","14","17","8","0.75","0.35","32.92","1.46","1437","1190","247","54.7","2.91","55","58","-3","60.42","45.94","14.48","56.81","5.38","10","3","-7","167","7.39","4.11","0.18","3.23","97.96","58.01","35.82","28.06","51.6","28.81","49.49"
"Tomas Kana","9-10","CBJ","C","6","50.93","--","2","2","1","2.36","1.18","1.48","1.74","33","40","-7","45.21","-2.52","2","--","2","1.47","1.31","0.16","52.88","7.17","1","1","--","6","7.07","0.18","0.21","--","111.11","53.85","18.95","27.44","48.79","28.78","52.58"
"Tomas Kopecky","9-10","CHI","R","74","631.52","9","9","18","16","1.71","1.52","26.5","2.52","595","442","153","57.38","0.48","25","24","1","24.81","16.87","7.94","59.52","2.58","13","7","-6","151","14.35","6.66","0.63","10.47","96.63","59.53","18.01","26.68","53.2","27.43","49.02"
"Tomas Plekanec","9-10","MTL","C","82","1101.58","17","19","36","29","1.96","1.58","32.55","1.77","948","1082","-134","46.7","-0.67","43","37","6","35.48","41.3","-5.82","46.21","0.02","13","18","5","266","14.49","10.55","0.57","11.56","102.1","43.51","28.56","30.47","47.5","29.71","50.14"
"Tom Gilbert","9-10","EDM","D","82","1289.05","3","13","16","12","0.74","0.56","14.5","0.67","1172","1304","-132","47.33","3.63","53","59","-6","50.15","55.9","-5.75","47.29","1.95","3","5","2","147","6.84","3.5","0.16","4.55","99.29","49.54","33.85","27.64","43.95","29.2","50.18"
"Tom Kostopoulos","9-10","CAR","R","81","823.23","6","11","17","12","1.24","0.87","16.8","1.22","725","787","-62","47.95","-1.13","30","30","--","31.18","31.85","-0.67","49.47","2.65","25","25","--","166","12.1","8.46","0.62","6.52","100.64","52.31","22.37","28.23","49.01","28.47","49.54"
"Tommy Sestito","9-10","CBJ","L","1","4.97","--","--","--","--","--","--","--","--","4","4","--","50","-14.91","--","--","--","0.13","0.16","-0.03","44.83","-23.23","1","1","--","--","--","--","--","--","100","100","10.92","26.27","47.46","28.23","44.5"
"Tom Poti","9-10","WSH","D","70","1105.68","2","15","17","12","0.92","0.65","29.52","1.6","1147","981","166","53.9","1.12","55","32","23","46.32","38.48","7.84","54.62","3.73","15","8","-7","103","5.59","2.67","0.14","4.08","103.19","48.17","33.98","27.5","52.73","29.41","49.59"
"Tom Preissing","9-10","COL","D","4","45.13","--","--","--","--","--","--","-0.08","-0.11","41","38","3","51.9","13.59","--","5","-5","1.25","1.61","-0.36","43.71","2.4","--","--","--","8","10.64","0.18","0.24","--","77.27","52.94","25.21","28.12","44.82","28.14","48.29"
"Tom Pyatt","9-10","MTL","C","40","387.48","2","3","5","3","0.77","0.46","2.21","0.34","312","394","-82","44.19","-3.33","10","17","-7","13.63","14.56","-0.93","48.35","2.32","4","3","-1","67","10.37","4.5","0.7","4.44","97.39","52.94","20.44","28.79","46.23","28.61","50.34"
"Tom Sestito","9-10","CBJ","L","2","11.72","--","--","--","--","--","--","-0.35","-1.79","7","12","-5","36.84","-5.71","--","--","--","0.29","0.33","-0.04","46.77","0.26","1","--","-1","--","--","--","--","--","100","50","12.43","24.43","43.29","26.82","53.26"
"Tom Wandell","9-10","DAL","C","49","565.98","4","8","12","9","1.27","0.95","19.23","2.04","517","460","57","52.92","4.01","16","16","--","19","15.18","3.82","55.59","7.15","6","17","11","145","15.37","5.81","0.62","5.48","98.79","55.12","24.78","28.44","46.3","28.8","50.1"
"Toni Lydman","9-10","BUF","D","67","1028.03","4","12","16","7","0.93","0.41","17.48","1.02","925","949","-24","49.36","-0.8","39","31","8","41.05","39.86","1.19","50.74","0.87","10","3","-7","117","6.83","2.3","0.13","7.02","101.17","50.72","33.27","27.2","50.76","28.72","50.08"
"Torrey Mitchell","9-10","S.J","C","55","545.47","2","9","11","7","1.21","0.77","15.66","1.72","478","433","45","52.47","1.44","16","11","5","18.44","18.2","0.24","50.33","-2.24","8","14","6","91","10.01","3.83","0.42","3.77","102.39","48.36","21.81","28.01","50.44","28.34","49.63"
"Travis Moen","9-10","MTL","L","81","994.27","5","11","16","12","0.97","0.72","11.56","0.7","799","940","-141","45.95","-1.66","28","32","-4","31.21","35.47","-4.26","46.81","0.8","17","15","-2","155","9.35","8.86","0.53","5.38","100.26","43.96","26.07","28.89","46.53","28.75","50.07"
"Travis Zajac","9-10","N.J","C","82","1191.3","18","22","40","29","2.01","1.46","52.78","2.66","1166","986","180","54.18","4.82","55","32","23","48.73","39.43","9.3","55.27","5.71","8","9","1","239","12.04","11.72","0.59","11.76","102.29","58.43","30.29","31.73","49.84","29.88","50.01"
"Trent Hunter","9-10","NYI","R","60","686.88","7","10","17","12","1.48","1.05","24.3","2.12","720","668","52","51.87","5.08","23","23","--","28.58","28.5","0.08","50.07","1.97","6","8","2","221","19.3","8.31","0.73","5.74","99.92","49.75","25.28","29.43","47.73","29.2","50.05"
"Trent Whitfield","9-10","BOS","C","16","152.23","--","1","1","1","0.39","0.39","2.42","0.95","120","113","7","51.5","-1.67","4","6","-2","5.08","4.27","0.81","54.33","0.6","2","2","--","23","9.07","1.18","0.47","--","95.24","51.52","19.51","28.23","52.53","27.68","50.16"
"Trevor Daley","9-10","DAL","D","76","1284.75","4","11","15","10","0.7","0.47","8.5","0.4","1125","1341","-216","45.62","-3.46","51","51","--","46.41","51.42","-5.01","47.44","-1.14","8","2","-6","150","7.01","3.7","0.17","5.41","101.01","50.78","36.51","27.38","49.46","29.13","50.1"
"Trevor Frischmon","9-10","CBJ","C","3","18.3","--","--","--","--","--","--","0.05","0.16","11","6","5","64.71","22.1","--","--","--","0.36","0.2","0.16","64.29","24.67","2","--","-2","3","9.84","0.17","0.56","--","100","66.67","13.48","26.53","47.83","27.15","51.87"
"Trevor Gillies","9-10","NYI","L","14","53.37","--","1","1","--","1.12","--","-1.3","-1.46","40","50","-10","44.44","-4.86","2","4","-2","1.16","3.02","-1.86","27.75","-19.4","18","8","-10","8","8.99","0.19","0.21","--","95.3","89.29","8.74","27.9","46.98","28.13","50.04"
"Trevor Lewis","9-10","L.A","C","5","42.37","--","--","--","--","--","--","-0.89","-1.26","27","44","-17","38.03","-20.86","--","3","-3","1.09","1.6","-0.51","40.52","-23.94","--","--","--","6","8.5","0.07","0.1","--","87.5","52.38","19.32","27.32","49.9","27.15","50.17"
"Triston Grant","9-10","NSH","L","3","21.12","--","--","--","--","--","--","-0.15","-0.43","16","17","-1","48.48","-4.98","--","1","-1","0.87","0.7","0.17","55.41","9.14","2","1","-1","3","8.52","0.05","0.14","--","91.67","72.73","15.11","27.95","47.79","28.16","46.23"
"Troy Bodie","9-10","ANA","R","44","454.2","4","1","5","4","0.66","0.53","-0.48","-0.06","347","469","-122","42.52","-6.45","11","20","-9","13.44","20.02","-6.58","40.17","-6.64","17","11","-6","98","12.95","5.2","0.69","7.27","98.17","43.82","22.23","28.39","46.11","28.71","49.8"
"Troy Brouwer","9-10","CHI","R","78","966.28","13","11","24","21","1.49","1.3","33.9","2.1","918","740","178","55.37","-1.7","42","35","7","37.04","30.68","6.36","54.7","-3.2","15","9","-6","158","9.81","8.85","0.55","15.29","99.72","54.68","26.11","31.71","55.4","29.6","49.87"
"Tuomo Ruutu","9-10","CAR","R","53","671.23","8","11","19","13","1.7","1.16","22.25","1.99","638","591","47","51.91","2.36","26","28","-2","26.17","28.07","-1.9","48.25","-0.12","15","18","3","163","14.57","7.51","0.67","9.41","99.09","45.69","28.05","30.69","48.28","29.63","49.67"
"Tyler Bozak","9-10","TOR","C","37","489.97","6","15","21","12","2.57","1.47","18.91","2.32","477","455","22","51.18","0.84","26","24","2","18.47","17.56","0.91","51.26","0.96","1","5","4","62","7.59","2.89","0.35","18.18","100.69","57.36","29.24","31.54","53.44","29.47","49.41"
"Tyler Eckford","9-10","N.J","D","3","15.13","--","--","--","--","--","--","-0.55","-2.18","6","14","-8","30","-15.19","--","--","--","0.09","0.55","-0.46","14.06","-28.12","2","--","-2","--","--","--","--","--","100","73.33","10.4","26.68","50.24","27.94","51.54"
"Tyler Ennis","9-10","BUF","C","10","112.25","3","2","5","3","2.67","1.6","6.08","3.25","106","85","21","55.5","6.85","7","6","1","4.45","3.77","0.68","54.14","2.82","2","1","-1","27","14.43","1.72","0.92","15","98.17","60","25.9","30.1","50.26","29.09","49.56"
"Tyler Kennedy","9-10","PIT","C","63","744.4","12","12","24","23","1.93","1.85","38.08","3.07","784","642","142","54.98","3.61","36","25","11","32.15","25.21","6.94","56.05","2.93","8","6","-2","281","22.65","10.73","0.86","7.55","101.45","51.59","26.51","29.82","51.57","28.87","49.78"
"Tyler Myers","9-10","BUF","D","82","1339.02","7","17","24","15","1.08","0.67","26.05","1.17","1205","1225","-20","49.59","-1.12","64","53","11","52.32","52.51","-0.19","49.91","-1.26","11","15","4","156","6.99","4.49","0.2","11.29","101.61","51.37","35.75","28.14","51.63","29.53","50.21"
"Tyler Sloan","9-10","WSH","D","40","512.92","2","4","6","4","0.7","0.47","6.71","0.78","464","496","-32","48.33","-4.9","21","21","--","17.86","20.1","-2.24","47.05","-5.27","8","5","-3","56","6.55","1.68","0.2","6.25","100.61","49.15","27.5","27.68","53.37","28.72","49.34"
"Tyson Strachan","9-10","STL","D","8","96.87","--","1","1","--","0.62","--","0.68","0.42","77","104","-27","42.54","-4.21","4","2","2","3.27","4.9","-1.63","40.02","-5.57","--","3","3","15","9.29","0.35","0.22","--","107.66","51.22","26.76","26.47","51.48","28.43","48.66"
"Vaclav Prospal","9-10","NYR","C/L","20","306.47","2","10","12","11","2.35","2.15","14.15","2.77","302","266","36","53.17","8.01","17","9","8","12.08","10.69","1.39","53.05","8.85","2","1","-1","60","11.75","2.9","0.57","5.88","103.8","56.35","34.44","31.67","49.81","29.96","50.44"
